,title,type
52,넥슨 비대면 타고 날았다한국 게임사 첫 연매출 조,4
53,피파카트바람 흥행에실적 역사 쓴 넥슨,4
54,안랩 작년 영업이익 억원전년 대비 ,4
55,안랩 지난해 영업이익 억원전년 ,4
56,카카오 연 매출 조 시대 열었다역대 최대 실적상보,4
57, 매년 매출 조씩 늘린 카카오 김범수 의장 기부는 사회 밑거름팩플,4
58, 디지코 전환 잰걸음미디어 매출 두자릿수 성장상보,4
59, 퍼스트 먹혔다 년 서비스 매출 조원 돌파,4
60, 작년 매출 조 아래로디지털 플랫폼 전환 가속화 종합,4
61, 지난해 영업익 조억원전년  ,4
62,보  디지코 전환 본격화올해 매출 조원 도전,4
63,언택트 수혜 못 본  지난해 실적 통신 사 중 가장 부진,4
64,  테마주라는 시선이 불편하지만안랩 작년 매출영업이익 모두 성장 톡,4
65,안랩 작년 영업익 억원 전년 ,4
66,안랩 작년 영업이익 억원전년 대비 ,4
67,안랩 지난해 영업익 억 달성전년비 ,4
68,연휴기간 영상통화 무료 지원자영업자 월  데이터 추가 제공,4
69,설 연휴 영상통화 무료로 이용자영업자에는 데이터  제공,4
70, 올해  가입자 비중 전체 핸드셋 까지 성장할 것,4
71,  올해  가입자전체 핸드셋  기대컨콜,4
72,카카오 비대면 효과 톡톡연 매출 조원 시대 열었다,4
73,비대면 수혜 카카오 연매출 조 시대 열었다 종합,4
74,엔씨 블레이드소울  사전예약 시작편 아성 이을까,4
75,엔씨 블레이드소울 쇼케이스 진행리니지 뛰어넘나,4
76,넥슨 매출 조원 시대 열었다사상최대 실적 달성,4
77,속보넥슨 지난해 매출 조원 돌파업계 최초,4
78,클라우드 도약 위해 민관 힘 모은다제차 클라우드컴퓨팅 발전 기본계획 수립 위한  발족,4
79,디지털뉴딜의 핵심 클라우드민관 합동  발족,4
80,디지코 전환에 미디어매출 조,4
81,코로나에 고전한 무선사업영업이익은 성장상보,4
82, 지난해 영업익 조 억전년비 연매출 감소,4
83,언택트 수혜 못 본  지난해 실적 통신 사 중 가장 부진,4
84,연봉 인상할만하네넥슨 업계 최초 연매출 조원 돌파,4
85,넥슨 지난해 최대 실적매출 조원 돌파,4
86,모바일 게임 확 컸다 넥슨 게임사 첫 매출 조,4
87,속보넥슨 지난해 매출 조원 돌파업계 최초,4
88,김범수 사상최대 기부카카오는 최고 실적 축포 종합,4
89, 일매출 억 카톡 광고판 품은 카카오 연매출 조 시대 열었다종합,4
90,과기부 클라우드 산업 활성화 위해 민관  발족,4
91, 억 규모 클라우드 보안서비스 지원사업 공모,4
92,안랩 작년 영업익 억원 전년 ,4
93,  테마주라는 시선이 불편하지만안랩 작년 매출영업이익 모두 성장 톡,4
94,블레이드앤소울 기존 게임과 이것 다르다  기술적 한계 극복,4
95,엔씨소프트 블소 출시 본격 행보액션성 극대화,4
96, 올해 콜센터 사업도 본격 진출부문 지난해보다 더 성장,4
97, 올해  전년과 유사 미디어 부문 확대컨콜,4
98, 올해  가입자 비중 전체 핸드셋 까지 성장할 것,4
99,  올해  가입자전체 핸드셋  기대컨콜,4
100,과기부 클라우드 산업 활성화 위해 민관  발족,4
101,과기정통부 클라우드 도약 위해 민관  발족,4
102,정부클라우드기업학계 여명 클라우드 확산 머리맞댄다,4
103,클라우드 도약 위해 민관 힘 모은다제차 클라우드컴퓨팅 발전 기본계획 수립 위한  발족,4
104,엔씨 블레이드  소울  공개김택진 액션의 정점,4
105,직접나서 게임 소개한 택진이형 엔씨소프트 액션의 정점 찍었다,4
106,블소로 돌아온 김택진 불가능이라 생각했던 기술적 한계 깼다,4
107,엔씨 김택진 블소 기술적 한계 깼다 액션 정점,4
108,속보 설 연휴 영상통화 전국민 무료알뜰폰도 가능,4
109,영상통화 공짜부터 소상공인 지원까지재난지원 통신사 나섰다종합,4
110,비대면 수혜 카카오 연매출 조 시대 열었다 종합,4
111,카카오 연매출 조원 돌파역대 최대 실적 상보,4
112,가입자망 투자 억 줄이고도 실적 이통사 중 제일 부진종합,4
113,비대면 열풍에도  지난해 매출 감소,4
114,티바인컨설팅 디지털화 가속 간 협력 주목,4
115,인간과  넘어와  협업에 주목,4
116,넥슨 매출 조원 시대 열었다사상최대 실적 달성,4
117,넥슨 지난해 매출 조원한국 게임사 최초,4
118,안랩 작년 영업익 억원 전년 ,4
119,  테마주라는 시선이 불편하지만안랩 작년 매출영업이익 모두 성장 톡,4
120, 년 영업이익 조억원전년 대비  증가,4
121,   기반  사업 성장 본격화는 만 이상 기대컨콜종합,4
122, 지난해 영업익 조 억전년비 연매출 감소,4
123, 는 좋았지만코로나 타격받은 자회사에 주춤,4
124,도 성과급 논란 수습했지만수술대 오르는 한국식 보상제도,4
125,단독 노사협상 전격 타결성과급 지급 기준 개선키로 합의,4
126, 성과급 논란노사 합의안 마련,4
127, 성과급 지급 기준 개선성과급 논란 일단락,4
128,모바일 게임 확 컸다 넥슨 게임사 첫 매출 조,4
129,파죽지세 넥슨 연매출 조 원 달성한국 게임사 최초,4
130,카카오 연 매출 조 넘었다역대 최대 실적,4
131,카카오 작년 매출 조영업익 천억 넘어서사상 최고 기록,4
132,  올해  전년과 비슷미디어 분야 확대컨콜,4
133,  올해 설비투자 전년수준 유지 투자 확대컨콜,4
134,김택진 엔씨 대표의 자신감 블소 액션의 정점,4
135,김택진 엔씨소프트 대표 블소 기술적 한계 극복액션의 정점,4
136,  올해  가입자전체 핸드셋  기대컨콜,4
137,  올해  가입자전체 핸드셋  기대컨콜,4
138,통신 사 민생안정 방안 발표 설연휴 영상통화 무료 제공,4
139,설 연휴 영상통화는 무료소상공인 무료 데이터도 추가제공,4
140,카카오 연 매출 조 넘었다역대 최대 실적,4
141,김범수 사상최대 기부카카오는 최고 실적 축포 종합,4
142,카카오 지난해 매출 사상 최대연 조원 시대 열어,4
143,비대면 수혜 중심 카카오 연매출 조 시대 열었다,4
144,이번 설연휴엔 영상통화 공짜정부통신사 전격합의,4
145,설 연휴엔 통신사 무료로 영상통화 하세요,4
146,설연휴 무료 영상통화  전국망 조기 구축,4
147,설 연휴 영상통화 무료로 이용자영업자에는 데이터  제공,4
148,거래소 사칭 상장 사기 기승빗썸 강력 대응할 것,4
149,빗썸 회사임직원 사칭 불법브로커에 강력 대응,4
150,디지코 전환에 미디어매출 조,4
151, 작년 매출 조 아래로디지털 플랫폼 전환 가속화 종합,4
152,넥슨 비대면 타고 날았다한국 게임사 첫 연매출 조,4
153,넥슨 연 매출 조원 돌파 비결은한국 비중 ,4
154, 올해  가입자 비중 전체 핸드셋 까지 성장할 것,4
155, 올해   내외 성장 예상 중저가요금제도 긍정 작용,4
156,엔씨 블레이드소울  사전예약 시작편 아성 이을까,4
157,김택진 엔씨소프트 대표 블소 기술적 한계 극복액션의 정점,4
158,인간과  넘어와  협업에 주목,4
159,티바인 코로나로 인한 업무 공백장기적으로 업무형태 변화 촉진,4
160,넥슨 비대면 타고 날았다한국 게임사 첫 연매출 조,4
161,넥슨 지난해 최대 실적매출 조원 돌파,4
162,넥슨 국내 게임사 최초 매출 조 돌파 코로나에 네오위즈게임빌 등 영업이익 급증,4
163,연봉 올려줄 만하네넥슨 작년 매출 조 역대 최대,4
164,직접나서 게임 소개한 택진이형 엔씨소프트 액션의 정점 찍었다,4
165,엔씨소프트 디테일한 전투로 무장한 블소 사전예약 시작,4
166,블소로 돌아온 김택진 불가능이라 생각했던 기술적 한계 깼다,4
167,쇼케이스 등장한 택진이형 블소 액션의 정점 새 경험하게 될것,4
168,  미디어신사업 성장아쉬운 그룹사 부진종합,4
169,  사업 본격화올해 매출 조원 넘겠다,4
170, 김범수 재산  기부  선진 경영카카오 컨콜,4
171,카카오 비대면 타고 역대 최대 실적작년 영업이익  ,4
172,코로나 피해 소상공인자영업자에 두달간 무료 데이터 더 준다,4
173,설연휴 내내 영상통화 공짜 이통 사의 새해 선물,4
174,  지난해와 비슷할 것 미디어 설비투자 비중 확대,4
175,  올해 설비투자 전년수준 유지 투자 확대컨콜,4
176,지니뮤직 마티스 작품보며 재즈 감상 프로모션 호응,4
177,지니뮤직 지난해 영업익 억 증가,4
178,  올해  가입자전체 핸드셋  기대컨콜,4
179, 올해  가입자 비중 전체 핸드셋 까지 성장할 것,4
180, 코레일유통과 전국 철도역에 스마트 편의점 도입,4
181,기차역에 무인 편의점 철도역사 디지털 혁신 나선다,4
182,철도역사 상업시설 디지털 혁신 코레일유통과 맞손,4
183,철도 역사에 무인 편의점 들어선다 코레일유통과 맞손,4
184,삼성전자 갤럭시 전작 대비 판매량  증가,4
185,삼성 갤 출시 초기 순항전작 대비  판매 늘어,4
186,갤럭시 전작대비  더 팔렸다초기 흥행몰이 성공,4
187,갤럭시 판매 순항중전작대비 자급제 배,4
188,올해 매출목표 조  노리는  도 예고종합,4
189, 작년 영업익 조억원배당금 원,4
190, 사랑의 연탄 만장 밥상공동체 연탄은행에 기부,4
191,브로드밴드 연탄 만장 밥상공동체 연탄은행에 기부,4
192,넥슨 매출 조원 시대 열었다사상최대 실적 달성,4
193,넥슨 매출 조 클럽에 첫 진입 영업이익  늘어 조억,4
194,위메이드 년 매출액 억원전년 대비  증가,4
195,위메이드 지난해 매출 억 원영업손실 억 원 손실폭  증가,4
196,올해  네트워크망 대학교대형마트 등 천곳으로 확대,4
197,설 명절 통신사 상관 없이 영상통화 공짜,4
198,아이폰 미니 판매저조시장 점유율 ,4
199,세종텔레콤 아이폰 가입 급증,4
200,넷마블 전체 임직원 연봉 만원 인상초봉천,4
201,넷마블도 연봉 만원 인상넥슨넷마블 인재 확보전,4
202,넷마블도 임직원 연봉 만원 인상게임업계 인재 확보전,4
203,넥슨에 질쏘냐넷마블 전체 임직원 연봉 만원 인상,4
204,설 연휴 랜선 과학관으로 놀러오소,4
205,국립광주과학관 일 설맞이 특별행사 개최,4
206,국립전문과학관 이어 어린이 과학체험관도 원주에,4
207,설 연휴 안방 가상현실 공룡 떴다,4
208,토종 영상 채팅앱 조원 잭팟,4
209,조원 잭팟중동의 카톡 만든  스타트업 에 팔렸다,4
210,새해 영상통화로 온택트 세배 하세요,4
211,설 기간 무료 영상통화언택트 세배하세요,4
212,삼성 갤럭시 판매 전작 대비  증가,4
213,갤럭시 판매 순항중전작대비 자급제 배,4
214,언택트 설날 즐겁고 풍성하게  설 연휴 다양한  서비스 제공,4
215, 코로나로 총알 탄  공연부터 훅 내게로 왔다  ,4
216,국제 프레온가스 감시 연구 통했다중국발 농도 급감,4
217,오존파괴 프레온가스 배출 줄었지만 절반 이상 동부서 나온다,4
218,비대면 설 연휴 택배선물 사칭 스미싱 주의 필요,4
219,거리두기 속 설 연휴필수 보안 수칙은,4
0,아이폰 출시 달만에 국내 판매량 만대 넘은듯,4
1,한국에서 인기인 아이폰 미니 해외에서는 생산중단 위기왜,4
2,상상폰 설날맞이 자녀키즈폰 공짜 및 요금지원 카카오프렌즈폰 신비키즈폰 등 인기몰이,4
3,아이폰 출시 달만에 만대 이상 팔려,4
