,title,type
110,정권 임원 물갈이 사표 요구환경부 블랙리스트 김은경 실형 이유종합,2
111,환경부 블랙리스트 김은경 전 장관 구속징역 년 개월,2
112,삼척 신기면 산불 헬기 대 투입 진화 중 소실보,2
113, 삼척 신기 서하리 야산 산불 발생삼척,2
114,명단엔 없는 확진자고양 태평양무도장서 명 집단감염,2
115,고양시 무도장인근 식당 방역수칙 위반방문자 기록 허술,2
116,광주 코로나 명 추가 확진백신 접종 준비 착착,2
118,대구시 취약계층 피해 업종 지원 위해 조억원 푼다,2
119,대구시 코로나 경제방역 조억원 지원일자리긴급복지 지원대책,2
120,이틀전부터 때렸다는데 일주일 전에도 아이 울음 들었다,2
121,또 아동학대살 조카 이모 부부 폭행물고문에 숨졌다,2
122,멍든채 욕조서 숨진 여아이웃들 주로 혼자 있었던 기억,2
123,얼굴 수차례 물속에살 여아 이모 부부 학대 인정,2
124,서울시 대 공무원 극단선택서울시 직장 괴롭힘 없었다,2
125,서울시립미술관 직원 사망선 진실 밝혀달라 봇물,2
126,앞날 창창한데 대 급 공무원 사망 소식에  애도 물결,2
127,서울시립미술관 사망 경위 조사중 출연자 맞는지는 밝힐 수 없어,2
128,아스트라제네카 백신 일부터 접종 시작,2
129,아스트라제네카 백신 일 접종 개시요양병원시설 우선 대상,2
130,러시아 백신도 검토아스트라제네카 일 도입,2
131,백신 접종 유럽 최소 개국서 세 미만에 권고,2
132,예방접종 대응 추진단 화이자 백신 접종 합동 모의훈련 시행,2
133,우리나라 코로나 백신 접종은 이렇게백신 접종 모의훈련,2
134,대구시 호 코로나 백신 접종센터 동산병원 별관,2
135,대전시민  코로나 백신 안전성 확인 후 접종,2
136,월성원전 의혹 백운규 구속심사 종료결과는 일 새벽 나올듯,2
137, 향하던 원전비리 수사 장관 영장 기각에  동력 상실,2
138,목포시의원 황제접종 보건소 직원 벌금형,2
139,목포시의회에 출장 독감 예방접종 보건소 공무원 명 벌금형,2
140,동물 학대 처벌 강화유기 시 과태료서 벌금형으로,2
141,잔혹 동물학대에 동물보호법 촘촘해진다,2
142,학력부진 학생에  튜터 붙인다,2
143,조희연  융합맞춤수업으로 미래인재 양성한다,2
144,수도권 임시검사소 익명검사 명 확진수도권 지역발생의 ,2
145,임시선별진료소 일부 축소 운영실명검사로 전환,2
146,국민 아기욕조 안전 부적합 논란명 집단소송,2
147,환경호르몬 아기욕조 피해자 천 명 집단소송,2
148,현대중공업 노조 사망 사고 당시 안전지침 불이행,2
149,노동부 노동자 사망사고 발생 현대중공업 집중감독 착수,2
150,박근혜 구치소로 복귀코로나 격리 병원생활 일만,2
152,부천 명 집단감염최초 확진자는 종교시설 교인,2
153,부천 종교시설보습학원서 명 무더기 확진,2
154,추미애가 저격한 윤석열 판사 사찰 의혹무혐의 결론,2
155, 윤석열 판사사찰 문건 등 직권남용 무혐의 처분,2
156,환경부 블랙리스트 김은경 징역 년개월법정구속,2
157,속보 환경부 블랙리스트 김은경 징역 년 개월 법정구속,2
158,코로나로 폐업 임금 미지급 업주에 무죄,2
159,법원 코로나로 폐업한 뷔페업주 임금 미지급 혐의 무죄,2
160,방역당국 아스트라제네카 백신 일부터 접종 시작,2
161,아스트라제네카 백신 이달 일부터 순차 공급,2
162,아스트라제네카 백신 공급시기 확정오는 일 도입,2
163,속보 질병청 아스트라제네카 백신 일부터 접종 시작,2
165,검찰 윤석열 총장 재판부 사찰 혐의없음 결론,2
166,서울고검  판사 사찰 혐의없음 결론 징계 이어 형사처벌도 불발,2
167,서울고검 판사 사찰 의혹 윤석열 직권남용 무혐의 처분,2
168,유퀴즈 최연소 급 공무원 클립영상 삭제진상규명 촉구 종합,2
169,사망한 서울시 대 급 공무원 유퀴즈 출연자였다최연소 합격,2
170,서울시립미술관 급 대 공무원 자택서 돌연 숨진 채 발견종합,2
171,서울시립미술관 급 대 공무원 숨진 채 발견네티즌 진상 규명 필요종합,2
172,해외발 변이 바이러스 감염자 명 늘었다누적 명,2
174,변이 명 추가 발생해외유입 명지역사회 집단감염 명,2
175,하루 새 코로나 변이 확진자 명 쏟아져 전체 명 넘을 듯,2
176,환경부 블랙리스트 의혹 김은경 전 장관신미숙 전 비서관 오늘 심 선고,2
177,환경부 블랙리스트 김은경신미숙 오늘 심 선고,2
178,수도권 선별검사소 실명검사 전환단계까지 운영 지속,2
180,주행 차량 가로막고 운전자와 동승자 둔기로 폭행 경찰 수사,2
181,차량 막더니 쇠몽둥이 폭행충격적 화성 집단린치,2
182,정말  패듯이 때렸다싱어게인 탑 요아리도 학폭 의혹,2
183,일진 출신  패듯 맞았다싱어게인 요아리 학폭 의혹,2
184,만 의성 쓰레기산 년만에 싹 치웠다,2
185, 보도로 국제 망신 산 의성 쓰레기산 만 폐기물 처리,2
186,제자 때린 고교 아이스하키팀 감독감사 착수,2
187,고교 아이스하키 감독 선수들 폭행 의혹경찰은 무혐의,2
188,부천 종교시설보습학원서 명 집단감염종합,2
189,속보 부천 종교시설보습학원서 명 코로나 집단감염,2
190,박근혜 코로나 격리 일만 퇴원서울구치소 복귀,2
191,박근혜 구치소 복귀태극기 지지자들 믿어요 글썽종합,2
192,제주 전세버스 관광 여행객 확진설 연휴 앞두고 비상,2
193,제주 전세버스 이용 관광객 코로나 확진 동승자 격리,2
194,선거법 위반 박성민 의원 벌금 만원 선고,2
195,선거법 위반 이선호 울주군수 직위상실형 피해,2
197,동물학대 처벌 강화 최대 징역 년  년유기해도 처벌,2
198,용인 살 여아 이모 부부 폭행물고문으로 숨졌다,2
200,육중한 교사가 큰 쿠션으로 아이를 후려치더라이 곳은 지옥영상,2
201,머리채 잡고 주먹으로 얼굴 가격교사 전원 아동학대 가담,2
202,애 머리채 잡아끌고 쿠션으로 후려치고 이곳은 지옥,2
203,아이들 방치하고어린이집서 고기 구워먹은 교사들,2
207,서울고검 윤석열 무혐의 처분,2
208,박범계 법무부장관 변협회장 예방공수처 출범에 큰 역할,2
209,박범계 취임후 변협 첫 예방정의와 인권에 큰 기여,2
210,박범계 이찬희 변협회장 예방공수처 출범에 큰 역할,2
211,박범계 대한변협 회장 예방공수처 출범에 역할 컸다,2
212,영상 경기도 화성서 차량 둔기로 부수고 운전자 폭행 논란경찰 수사나서,2
213,경기 화성서 차 가로막고 집단 폭행경찰 수사 착수,2
214,차량 부수고 운전자 무차별 폭행경기 화성서 폭행 사건 발생,2
215,대낮에 주행 차량 가로막고 둔기로 묻지마 폭행 일당에 네티즌 공분,2
216,부천서 코로나 집단감염 종교단체발,2
217,부천 승리제단 코로나 집단감염 발생,2
218,아스트라제네카 이달 일 공급화이자는 불투명,2
219,당국 화이자 백신 공급 계획에 차질 없어이달 중순 이후,2
220,황제예방접종 목포시 공무원 벌금형,2
221,목포시의원 황제 예방접종 있었다공무원 명 벌금형종합,2
222,서울시 공무원 숨진 채 발견극단적 선택 추정,2
224,백운규 영장 기각검찰감사원언론 여론몰이 안통했다,2
225,백운규  장관 구속영장 기각 수사지휘 했던 윤석열 부담 커져,2
227,동물 잔인하게 죽이면 최고 징역 년학대 처벌 강화,2
228,요아리 하지 않은 학교 폭력 어떻게 증명해야 할지,2
230,박근혜 코로나 최종 음성판정서울구치소 복귀,2
231,입원 일 만에 박근혜 오늘일 오후 서울구치소로 이송,2
232,일산 태평양무도장 제의 이태원 클럽 되나,2
233,고양 주엽동 무도장식당서 명 집단감염방문자 검사 요망,2
234,속보 살 조카 욕조에 머리 담갔다경찰 이모 부부 영장 신청 예정,2
235,욕조에 머리담가 고문초등생 조카 학대치사 부부 영장종합,2
236,대학교 연구실 안전기준 마련산재보험 법 개정 추진,2
237,과기부교육부 맞손대학 연구실 사고예방 협력,2
238,환경부 블랙리스트 김은경 전 장관 징역 년월 법정구속,2
240,일가족 명 숨진 지난해 설날 참변동해 펜션 업주 실형,2
241,가스 마감 조치 소홀 설날 가스폭발 동해 펜션 업주 법정구속,2
242,설날 명 숨지게 한 동해 가스 폭발 사고 펜션 업주 법정구속,2
243,지난해 설날 명 숨지게 한 강원 동해시 토바펜션 업주 법정구속,2
244,부천 승리제단오정능력학원 명 집단 감염집합금지전수조사,2
245,부천 종교시설보습학원서 명 집단감염,2
247,부천 명 감염 최초 확진자는 승리제단 교인추가 확산 가능성,2
248,월성 원전 의혹 백운규 구속영장 기각청와대 윗선 수사 제동,2
249,월성원전 의혹 백운규 구속기각윗선 노린  수사도 차질,2
251,백운규 전 산업부 장관 영장심사 시간 만에 종료 내일 새벽 구속 여부 결론날 듯,2
252,설연휴 큰 추위 없어안개일교차 주의,2
254,설 연휴 평년보다 따뜻낮 최고 도 넘어,2
255,설 연휴 내내 낮엔 따뜻 밤엔 꽁꽁일교차 도,2
256,환경부 블랙리스트 폭로 년개월만에 유죄 선고,2
257,환경부 블랙리스트 김은경 징역 년 개월법정 구속,2
258,정 총리 월말 국내 생산 백신으로 접종 시작화이자백신은 월말월초 도입,2
259,정 총리 화이자 백신 월 말월 초 도입최초는 아스트라제네카,2
260,고속도로 통행료 수납원 전면 파업하이패스 차로만 이용 가능,2
261,속보 내일부터 톨게이트 수납원 총파업하이패스만 통과,2
262,충남도 설 연휴 시간 응급진료체계 가동,2
263,설 연휴 문 여는 병원약국은 어디   에 전화하세요,2
264,이모에 맡겨진 살 여아물고문 정황,2
265,이틀간 때리고 물고문 정황까지이모집 욕조서 숨진 세 여아,2
267,요아리 해명 학폭 의혹에 사실 낙인 찍혔지만 최대한 대응할 것전문,2
268,서울고검 판사 사찰 의혹 윤석열 무혐의 처분,2
269,서울고검 윤석열 판사 사찰 무혐의 처분 종합,2
270,호남권역예방접종센터 준비 끝이달 말 의료진부터 접종,2
271,춘천시 코로나  백신 접종 준비,2
272,국제 망신 의성 쓰레기산 치웠다만 처리에 든 돈은,2
273,의성 쓰레기산 년 개월 만에 사라졌다만천 처리,2
274,매일 목욕시켰는데 국민 아기욕조 피해자 집단소송,2
275,환경호르몬 아기욕조 피해자 명 집단소송 매일 썼는데,2
277,동물학대 멈춰주세요벌금 만원 처벌 강화,2
278,고기파티 인천 국공립어린이집 교사들 학대 상습적영장 검토종합,2
279,장애아동 학대한 인천 서구 국공립 어린이집 교사들 고기파티까지 했다,2
280,서울역 묻지마 폭행 남성 실형법정구속,2
281,서울역 묻지마 폭행 심서 징역 년 개월법정구속,2
282,서울역 묻지마 폭행 대 징역 년 월 법정구속,2
284,정읍 시민단체 라벤더 허브원 특혜 정읍시장 사과를,2
285,정읍라벤더허브원 지자체 특혜 의혹진상 조사하라,2
286,정읍 라벤더허브원 인가 절차 부적정사업 중단해야,2
287,라벤더허브원 지자체 특혜 의혹정읍시 민선 기 일종합,2
288,박범계김진욱 첫 상견례막중한 책임 잘해달라종합,2
289,박범계 김학의 사건 이첩 공수처장과 검찰총장 해결할 문제,2
291,박범계김진욱 첫 상견례막중한 책임 잘해달라,2
292,김영호 반려동물 대상 잔혹범죄 처벌 강화,2
293,동물학대 처벌 강화잔인하게 죽이면 징역 년,2
294,동물 학대 처벌 강화잔인하게 죽이면 년 이하년 이하 징역,2
296,백신 시간표 나왔다아스트라제네카 일 접종,2
297, 백신 고령자 접종 의사들에 물어보니지켜봐야긍정 효과 커,2
298,화이자 코로나 백신 접종 모의훈련 해보니분에 명 접종 목표,2
299,첫 냉동 백신 화이자 접종 어떻게 진행되나실제같은 모의훈련,2
300,진주시장지역 국회의원 국토안전관리원 교육센터 이전 안 돼,2
301,진주 국토안전관리원 교육센터 이전 추진에 반발 거세,2
302,환경부 블랙리스트 김은경 장관 법정구속,2
303,환경부 블랙리스트 김은경 전 장관 법정구속,2
304,고양시 방역수치 위반 무도장식당 행정처분,2
305,무도장발 집단감염명단에 없는 확진자 속출,2
306,수도권 임시검사소 실명검사로 전환단계까지는 운영 계속,2
307,방역당국 수도권 임시선별검사소 실명검사로 전환,2
308,욕조빠져 숨졌다던 살 이모부부 폭행물고문했다,2
309,욕조서 숨진 살 아이 온몸에 멍이모 부부 가볍게 몇 번 때렸다,2
310, 윤석열 겨냥 백운규 영장기각 계기로 원전수사 중단해야,2
311,국민 위한 결정 기각 당연검찰 수사 더 철저히,2
312,장애아동 걸레로 얼굴 때리고 머리채 잡아끌고 인천 학대 어린이집 피해부모 호소,2
313,고기파티 인천 국공립 어린이집 교사들 학대 상습적영장 검토,2
314,윤석열 징계 부른 판사 사찰 의혹 검찰서 무혐의,2
315,윤석열 재판부 분석 문건 사건 검찰 무혐의 처분,2
317,박근혜 코로나 밀접접촉 후 성모병원 격리 일만 서울구치소 복귀,2
318,극단선택 서울시 급 공무원 유퀴즈 출연자 맞다,2
319,서울시립미술관 대 공무원 사망유족 측 억측 삼가 요청,2
320,백운규 전 산자부 장관 구속영장 기각에 제동걸린 검찰수사여야 공방은 더 과열,2
321,백운규 월성 조기폐쇄는 국정과제 영장심사,2
322,백운규 영장기각 사유는 부하들 진술 확보해 구속할 이유 부족,2
324,현행 단계 거리두기단계로 줄여야방역수칙 강화하되 집합금지 최소화,2
325,단계는 신속성 떨어져생활방역단계 전환을,2
326,거리두기 단계까지는 영업제한 자정 이후로 늦추자,2
327,단계로 줄이고 기준 간단하게 중수본 거리두기 개편 논의,2
329,서울고검 판사 사찰의혹 윤석열 무혐의 결론,2
330,서울고검 윤석열 판사 분석 문건 무혐의 처분,2
332,경기 포천 산란계 농장 고병원성  확진국내 번째,2
333,충북 음성 종오리 농장서 고병원성  의심사례 발생,2
334,경기 포천 산란계 농장서도 고병원성  발생,2
335,경기 포천 산란계 농장국내 번째 고병원성  확진,2
336,아스트라제네카 일부터 접종 시작모의훈련 실시,2
337,정총리 화이자 백신 월 말월 초 국내 도입 예상,2
338,정부 오늘 코로나 백신 접종 합동 모의훈련 시작,2
339,시간에 명 맞는다해동접종관찰까지 훈련,2
340,고속도로 통행료 수납원 파업 철회요금소 정상 운영,2
341,내일부터 톨게이트 수납원 총파업하이패스만 통과,2
342,내일부터 휴게소서 포장만 가능통행료 유료는 모레부터,2
344,설 연휴 부산 병의원 곳 약국 곳 문 연다,2
345,설 연휴 갑자기 아파도 걱정 마세요문 여는 의료기관 안내,2
346,부산 초량 지하차도 참사 관련 공무원 구속,2
347,지하차도 참사 책임 공무원 명 구속 명 기각,2
348,경남도 문화예술인 활동지원비 지급 경남도,2
349,김해시 문화예술인지원금 수혜자 대폭 확대  작년 배,2
350,노동자 사망 반복 현대중공업고용부 일까지 집중 감독,2
352,환경부 블랙리스트 김은경 심 유죄 불복곧장 항소,2
353,환경부 블랙리스트 김은경 징역 년월 언급 않겠다,2
354,안양시 소상공인 행복지원자금으로 억 푼다,2
355,안양시 소상공인 행복지원자금 억 준비오는 일부터 월일까지 신청접수,2
356,부천 종교시설보습학원 명 코로나 집단감염,2
357,이번엔 영생교부천 승리제단이 촉발한 명 감염,2
358,아기 욕조서 기준치 배 유해물질 피해자들 집단소송,2
359,발암물질 아기욕조 피해자 집단소송,2
360,부천 모 종교시설보습학원서 명 코로나 집단감염,2
362,이번엔 영생교발 집단감염근처 학원까지 명 확진,2
363,부천 보습학원교회 명 집단감염,2
364,부산경찰청 설 명절 앞둔 일 대대적 음주단속,2
365,경기교육청 음주운전 근절 전담팀 년간 운영,2
366,연휴엔 더 조심 부산경찰 오늘 야간 음주 단속 실시,2
367,네 번째 음주운전인데 집유 피해 경미하고 피해자와 합의,2
368,속보 코로나 어제 명 추가다시 명대,2
369,속보 엿새만에 다시 백명 대 신규 확진국내 발생 가 수도권,2
370,속보 코로나 신규 확진 명집단감염변이 확산에 명 재돌파,2
371,신규 환자 명엿새 만에 명대 증가,2
372,환경부 블랙리스트 김은경 전 장관 심서 징역 년 월 법정구속,2
374,환경부 블랙리스트 김은경 전 장관 법정 구속,2
375,속보 법원 환경부 블랙리스트 업무방해 혐의도 인정,2
376,아스트라제네카 일부터 국내 접종요양병원 입소자 투약,2
378,부산 지하차도 참사 책임 공무원 명 중 명 구속,2
379,직원 구속 위기 부산 동구청 침통꼬리 자르기 비판도,2
380,대검 윤 총장 김 처장 취임 축하하면서 공수처 원활한 운영 위해 적극 협력하기로 했다,2
381,김진욱 만난 박범계 공수처법무부 유기적 협조 관계 도모,2
382,서울시립미술관 숨진 급 공무원 부서변경 요구 없었다종합,2
383,사망한 대 급 공무원 엔 곁에 있어줘 고마워,2
384,동물 잔인하게 죽이면 년 이하 징역,2
385,동물 학대 처벌 강화최대 징역 년,2
386,용의자 정보 안 준 쏘카 부모 울먹초등생 성폭행 녹취록,2
387,쏘카 세 소녀 성폭행 관련 용의자 정보 제공 비협조 논란에 사과 전문,2
388,거리두기 단계 줄이고 기준 간단하게 고치자,2
389,모임금지 인 세분화거리두기 체계 개편 논의,2
390,서울시교육청 중등교사 명 최종합격여성 비율 ,2
391,충북 중등교사도 여성 초강세임용시험 합격  차지,2
392,고속도로 통행료 수납원 파업 철회톨게이트 정상 운영,2
393,고속도로 요금소 수납원 총파업 예고하이패스 차로만 이용 가능,2
394,월성 원전 의혹 백운규 전 장관 구속영장 기각검찰 수사 제동,2
395,백운규 구속 불발로 수사 급제동설 이후 청와대 정조준,2
396,대법 억 사기 임동표 전  회장 징역 년 확정,2
397,억대 사기  전 회장징역 년벌금 억 확정,2
398,경찰 이용구 사건 서초서 관계자들 휴대전화 분석,2
399,경찰 이용구 무마 의혹 서초서 수사관 교체 전 폰도 디지털 포렌식,2
400, 자문단 아스트라제네카 세 이상 접종해도 괜찮다,2
401,질병청 오늘 아스트라제네카 백신 접종 계획 관련 논의,2
402,아스트라제네카 백신 국내 첫 허가세 이상도 포함종합,2
403,식약처 아스트라제네카 백신 사용 허가살 이상도 포함,2
404,모든 해외 입국자 일부터  음성확인서 의무화,2
405,변이 확산 비상일부터 입국 내국인 음성 확인서 제출해야,2
406,전남도 변이바이러스 방역체계 강화일에 한번씩 검사,2
407,일부터 모든 국내 입국자  음성확인서 제출해야,2
408,광양 가야산 불 시간 넘게 이어져,2
409,광양 가야산 화재 이틀째 진화작업산림피해  추정,2
410,광양 가야산 화재 진화 작업 시간 넘게 이어져 진화,2
411,광양 가야산서 산불거센 바람에 진화 난항,2
412,장애인단체 시위로 서울 호선 한때 지연 운행,2
413,장애인단체 호선 휠체어 시위퇴근시간 운행 차질,2
414,지하철 호선 장애인 시위 종료여파로 아직 운행 지연종합보,2
415,객실에 갇혀 휠체어 시위로 호선 지연시민들 불만폭주,2
416,대전시 서유성대덕구드론특구 선정,2
417,원주시 드론 특별자유화구역 공모 선정,2
418,신규확진 명 보름만에 명대영생교 관련 명 추가 확진종합,2
419,대구시 코로나 신규 확진 명  동구북구 차 감염 이어져,2
420,귀성길 첫 점심시간 휴게소 음식 포장만 돼요,2
421,설 연휴 고속도로 휴게소 음식 포장만 가능 통행료도 유료,2
422,살 조카 물고문한 이모 엔 제가 때려서 물에 빠뜨,2
423,속보 세 조카 물고문 사망사건 이모 부부 구속영장 발부,2
424,이재영이다영 사과문 본 피해자 글 하나로 년 세월을반성하며 살아가길,2
425,여자 배구선수 학폭 의혹 일파만파 피해자 사과 원한다,2
426,구미 빌라서 살된 여아 사체 발견사라진 친모 잡혀종합,2
427,구미서 세 여아 부패한 시체로 발견부모는 집 나가,2
428,만취 경찰 간부 호텔서 성희롱 발언에 폭행까지,2
429,경찰이 또 만취해 호텔 직원에 술 같이 먹자 행패,2
430,속보 정인이 사건 부실 수사 관련 경찰관 명 중징계종합,2
431,정인이 사건 차 출동 경찰관 명정직 개월 징계,2
432,편의점에 차몰고 돌진한 대 징역 년 월,2
433,딸 그림 누락 앙심 편의점에 차몰고 돌진한 대 징역 년월,2
434,귀성길 고속도로 정체 서울에서 부산까지 시간분,2
435,설 연휴 첫날 고속도로 정체 시작서울부산 시간분,2
436,이재명 경기도 차재난기본소득도민  잘했다,2
437,경기도민 열에 일곱 차 재난기본소득 잘 지급했다,2
438,속보 코로나 어제 명 신규확진보름만에 다시 명대로 급증,2
439,설날연휴 첫날부터 신규확진 명 재확산 우려 증폭수도권이 ,2
440,서울 초미세먼지주의보실외활동 줄이고 마스크 착용해야,2
441, 경기도충남 북부 초미세먼지주의보 발령날씨,2
442,경기 개 시 초미세먼지주의보미세먼지보다 더 위험,2
443,인천강화 초미세먼지주의보동남부서부영종 등 주의보 유지,2
444,오후 귀경길 일부 정체 시작부산서울 시간분 예상,2
445,설날 오전 고속도로 곳곳 정체서울부산 시간분,2
446,아직 고속도로 정체 없어오후 시시 꽉 막힐 듯,2
447,설 당일 오후 전국 주요도로 귀경 차량으로 정체,2
448,생후 주 아이 학대로 사망추궁하자 토해서 때렸다,2
449,생후 주된 갓난아이 숨지게 한 부모영장실질심사 위해 이동,2
450,얼굴 멍든채 숨진 생후주 아기부모 분유 토해서 때렸다,2
451,분유 토했다며 생후 주 갓난아기 사망케 한 부모 구속,2
452,여성이 내 지갑에 손대 성매수한 공무원 경찰에 입건,2
453,채팅앱 통해 성매매대가 놓고 다툰 남녀 동시 입건,2
